+-------+------------------+------------------+------------+------------+
|   Z   |        F         |     F deriv      |     U      |    divF    |
| 0.694 | 12409.6116147356 | 12408.7659897529 | 8.353e-07  |  2754.997  |
| 0.694 | 12407.9210629095 |  12407.07441942  |  8.35e-07  |  2682.487  |
| 0.695 | 12406.228474089  | 12405.380812702  | 8.348e-07  |  2610.006  |
| 0.695 | 12404.5338494928 | 12403.6851707815 | 8.345e-07  |  2537.555  |
| 0.695 | 12402.8371902672 | 12401.9874948307 | 8.343e-07  |  2465.134  |
| 0.695 | 12401.1384976104 | 12400.2877860528 |  8.34e-07  |  2392.742  |
| 0.695 | 12399.4377727304 | 12398.5860456352 | 8.338e-07  |  2320.381  |
| 0.695 | 12397.7350167942 | 12396.8822747579 | 8.335e-07  |  2248.049  |
| 0.695 | 12396.0302309945 | 12395.1764746212 | 8.333e-07  |  2175.747  |
| 0.695 | 12394.3234165395 | 12393.4686464255 |  8.33e-07  |  2103.475  |
| 0.695 | 12392.6145746219 | 12391.7587913713 | 8.327e-07  |  2031.233  |
| 0.696 | 12390.9037064497 | 12390.0469106667 | 8.325e-07  |  1959.022  |
| 0.696 | 12389.1908132311 | 12388.3330055017 | 8.322e-07  |  1886.84   |
| 0.696 | 12387.4758961381 | 12386.6170770844 |  8.32e-07  |  1814.689  |
| 0.696 | 12385.7589564149 | 12384.8991266308 | 8.317e-07  |  1742.569  |
| 0.696 | 12384.0399952491 | 12383.1791553437 | 8.315e-07  |  1670.478  |
| 0.696 | 12382.319013859  | 12381.4571644443 | 8.312e-07  |  1598.418  |
| 0.696 | 12380.5960134682 | 12379.7331551432 |  8.31e-07  |  1526.389  |
| 0.696 | 12378.8709952747 | 12378.0071286434 | 8.307e-07  |  1454.391  |
| 0.696 | 12377.1439604866 | 12376.2790861738 | 8.305e-07  |  1382.423  |
| 0.696 | 12375.4149103533 | 12374.5490289633 | 8.302e-07  |  1310.486  |
| 0.696 | 12373.6838460831 | 12372.8169582251 | 8.299e-07  |  1238.579  |
| 0.697 | 12371.9507688946 | 12371.0828751806 | 8.297e-07  |  1166.704  |
| 0.697 | 12370.2156800116 | 12369.346781056  | 8.294e-07  |  1094.859  |
| 0.697 | 12368.4785806629 | 12367.6086770829 | 8.292e-07  |  1023.046  |
| 0.697 | 12366.7394720828 | 12365.8685645008 | 8.289e-07  |  951.264   |
| 0.697 | 12364.9983555159 | 12364.126444536  | 8.287e-07  |  879.513   |
| 0.697 | 12363.2552321705 | 12362.382318423  | 8.284e-07  |  807.793   |
| 0.697 | 12361.5101033069 | 12360.6361874012 | 8.282e-07  |  736.104   |
| 0.697 | 12359.7629701439 | 12358.8880527024 | 8.279e-07  |  664.447   |
| 0.697 | 12358.0138339264 | 12357.1379155767 | 8.277e-07  |  592.821   |
| 0.698 | 12356.2626959094 | 12355.385777269  | 8.274e-07  |  521.227   |
| 0.698 | 12354.5095573276 | 12353.6316390241 | 8.272e-07  |  449.664   |
| 0.698 | 12352.7544194364 | 12351.8755020949 | 8.269e-07  |  378.133   |
| 0.698 | 12350.9972834859 | 12350.1173677239 | 8.267e-07  |  306.634   |
| 0.698 | 12349.2381507109 | 12348.3572371666 | 8.264e-07  |  235.167   |
| 0.698 | 12347.4770223877 | 12346.595111676  | 8.262e-07  |  163.731   |
| 0.698 | 12345.7138997461 | 12344.8309925053 | 8.259e-07  |   92.327   |
| 0.698 | 12343.9487840626 | 12343.0648809232 | 8.257e-07  |   20.955   |
| 0.698 | 12342.1816765982 | 12341.2967781856 | 8.254e-07  |  -50.384   |
| 0.698 | 12340.4125786036 | 12339.5266855563 | 8.251e-07  |  -121.692  |
| 0.698 | 12338.6414913556 | 12337.7546043043 | 8.249e-07  |  -192.967  |
| 0.699 | 12336.8684161155 | 12335.9805356936 | 8.246e-07  |  -264.21   |
| 0.699 |  12335.09335415  | 12334.2044809908 | 8.244e-07  |  -335.421  |
| 0.699 | 12333.3163067258 | 12332.4264414653 | 8.241e-07  |   -406.6   |
| 0.699 | 12331.5372751149 | 12330.6464183893 | 8.239e-07  |  -477.746  |
| 0.699 | 12329.7562605894 | 12328.8644130453 | 8.236e-07  |  -548.859  |
| 0.699 | 12327.9732644424 | 12327.0804267056 | 8.234e-07  |  -619.94   |
| 0.699 | 12326.1882879255 | 12325.2944606452 | 8.231e-07  |  -690.988  |
| 0.699 | 12324.4013323372 | 12323.5065161628 | 8.229e-07  |  -762.004  |
| 0.699 | 12322.6123989761 | 12321.7165945337 | 8.226e-07  |  -832.986  |
|  0.7  | 12320.8214890943 | 12319.9246970411 | 8.224e-07  |  -903.936  |
|  0.7  | 12319.0286040061 | 12318.130824984  | 8.221e-07  |  -974.853  |
|  0.7  | 12317.2337449952 | 12316.3349796433 | 8.219e-07  | -1045.737  |
|  0.7  | 12315.4369133398 | 12314.537162321  | 8.216e-07  | -1116.588  |
|  0.7  | 12313.6381103655 | 12312.7373743033 | 8.214e-07  | -1187.405  |
|  0.7  | 12311.8373373196 | 12310.9356168797 | 8.211e-07  |  -1258.19  |
|  0.7  | 12310.034595533  | 12309.1318913627 | 8.209e-07  | -1328.941  |
|  0.7  | 12308.2298863004 | 12307.3261990524 | 8.206e-07  | -1399.659  |
|  0.7  | 12306.4232109271 | 12305.5185412488 | 8.204e-07  | -1470.344  |
|  0.7  | 12304.6145707079 | 12303.7089192601 | 8.201e-07  | -1540.995  |
|  0.7  | 12302.8039669642 | 12301.8973343944 | 8.199e-07  | -1611.612  |
| 0.701 | 12300.9914009911 | 12300.0837879576 | 8.196e-07  | -1682.196  |
| 0.701 | 12299.1768741051 | 12298.2682812662 | 8.194e-07  | -1752.746  |
| 0.701 | 12297.3603876226 | 12296.4508156263 | 8.191e-07  | -1823.263  |
| 0.701 | 12295.5419428396 | 12294.6313923548 | 8.189e-07  | -1893.745  |
| 0.701 | 12293.7215410937 | 12292.810012779  | 8.186e-07  | -1964.194  |
| 0.701 | 12291.8991837022 | 12290.9866782084 | 8.184e-07  | -2034.609  |
| 0.701 | 12290.0748719667 | 12289.1613899656 | 8.181e-07  |  -2104.99  |
| 0.701 | 12288.2486072307 | 12287.3341493708 | 8.179e-07  | -2175.337  |
| 0.701 | 12286.420390791  | 12285.5049577523 | 8.176e-07  |  -2245.65  |
| 0.702 | 12284.5902240075 | 12283.6738164542 | 8.174e-07  | -2315.928  |
| 0.702 | 12282.7581082087 | 12281.8407267974 | 8.171e-07  | -2386.172  |
| 0.702 | 12280.9240447077 | 12280.0056901056 | 8.169e-07  | -2456.382  |
| 0.702 | 12279.0880348387 | 12278.1687077183 | 8.167e-07  | -2526.558  |
| 0.702 | 12277.2500799467 | 12276.3297809754 | 8.164e-07  | -2596.699  |
| 0.702 | 12275.4101813664 | 12274.4889112195 | 8.162e-07  | -2666.805  |
| 0.702 | 12273.5683404485 | 12272.6460997884 | 8.159e-07  | -2736.877  |
| 0.702 | 12271.7245585176 | 12270.8013480225 | 8.157e-07  | -2806.914  |
| 0.702 | 12269.8788369301 | 12268.9546572653 | 8.154e-07  | -2876.917  |
| 0.702 | 12268.0311770164 | 12267.1060288708 | 8.152e-07  | -2946.884  |
| 0.702 | 12266.1815801543 | 12265.2554641907 | 8.149e-07  | -3016.817  |
| 0.703 | 12264.3300476696 | 12263.4029645641 | 8.147e-07  | -3086.715  |
| 0.703 | 12262.4765809142 | 12261.5485313536 | 8.144e-07  | -3156.578  |
| 0.703 | 12260.6211812616 | 12259.6921659117 | 8.142e-07  | -3226.406  |
| 0.703 | 12258.7638500434 | 12257.8338695912 | 8.139e-07  | -3296.198  |
| 0.703 | 12256.9045886335 | 12255.9736437662 | 8.137e-07  | -3365.956  |
| 0.703 | 12255.0433984062 | 12254.1114897925 | 8.134e-07  | -3435.678  |
| 0.703 | 12253.180280699  | 12252.2474090238 | 8.132e-07  | -3505.365  |
| 0.703 | 12251.3152368815 | 12250.3814028349 | 8.129e-07  | -3575.016  |
| 0.703 | 12249.448268334  | 12248.5134725958 | 8.127e-07  | -3644.632  |
| 0.704 | 12247.5793764159 | 12246.6436196792 | 8.124e-07  | -3714.212  |
| 0.704 | 12245.7085625134 | 12244.7718454478 | 8.122e-07  | -3783.757  |
| 0.704 | 12243.8358279656 | 12242.8981512749 |  8.12e-07  | -3853.266  |
| 0.704 | 12241.9611741802 | 12241.0225385475 | 8.117e-07  | -3922.739  |
| 0.704 | 12240.0846025232 | 12239.1450086448 | 8.115e-07  | -3992.177  |
| 0.704 | 12238.2061143871 | 12237.2655629384 | 8.112e-07  | -4061.579  |
| 0.704 | 12236.3257111227 | 12235.3842028083 |  8.11e-07  | -4130.944  |
| 0.704 | 12234.4433941391 | 12233.5009296478 | 8.107e-07  | -4200.274  |
| 0.704 | 12232.5591648139 | 12231.6157448453 | 8.105e-07  | -4269.568  |
| 0.704 | 12230.6730245463 | 12229.7286497869 | 8.102e-07  | -4338.825  |
| 0.704 | 12228.7849747093 | 12227.8396458591 |  8.1e-07   | -4408.047  |
| 0.705 | 12226.8950167027 | 12225.9487344618 | 8.097e-07  | -4477.232  |
| 0.705 | 12225.0031519267 | 12224.0559169874 | 8.095e-07  |  -4546.38  |
| 0.705 | 12223.1093817657 | 12222.1611948311 | 8.093e-07  | -4615.493  |
| 0.705 | 12221.213707626  | 12220.2645693993 |  8.09e-07  | -4684.569  |
| 0.705 | 12219.3161309139 | 12218.3660420879 | 8.088e-07  | -4753.608  |
| 0.705 | 12217.4166530149 | 12216.4656142906 | 8.085e-07  | -4822.611  |
| 0.705 | 12215.515275331  | 12214.5632874279 | 8.083e-07  | -4891.577  |
| 0.705 | 12213.6119993013 | 12212.6590629129 |  8.08e-07  | -4960.506  |
| 0.705 | 12211.7068263125 | 12210.7529421454 | 8.078e-07  | -5029.399  |
| 0.706 | 12209.7997577779 | 12208.8449265392 | 8.075e-07  | -5098.254  |
| 0.706 | 12207.8907951116 | 12206.9350175003 | 8.073e-07  | -5167.073  |
| 0.706 | 12205.9799397117 | 12205.0232164432 | 8.071e-07  | -5235.855  |
| 0.706 | 12204.0671930087 | 12203.1095247957 | 8.068e-07  | -5304.599  |
| 0.706 | 12202.1525564281 | 12201.193943981  | 8.066e-07  | -5373.307  |
| 0.706 | 12200.2360313907 | 12199.2764754173 | 8.063e-07  | -5441.977  |
| 0.706 | 12198.317619312  | 12197.3571205152 | 8.061e-07  |  -5510.61  |
| 0.706 | 12196.3973215975 | 12195.435880704  | 8.058e-07  | -5579.206  |
| 0.706 | 12194.4751397009 | 12193.5127574272 | 8.056e-07  | -5647.764  |
| 0.706 | 12192.551075055  | 12191.587752107  | 8.053e-07  | -5716.285  |
| 0.706 | 12190.6251290716 | 12189.6608661714 | 8.051e-07  | -5784.768  |
| 0.707 | 12188.697303195  | 12187.7321010624 | 8.049e-07  | -5853.214  |
| 0.707 | 12186.7675988645 | 12185.8014582193 | 8.046e-07  | -5921.622  |
| 0.707 | 12184.8360175197 | 12183.8689390794 | 8.044e-07  | -5989.992  |
| 0.707 | 12182.9025605957 | 12181.9345450752 | 8.041e-07  | -6058.325  |
| 0.707 | 12180.9672295221 | 12179.9982776473 | 8.039e-07  |  -6126.62  |
| 0.707 | 12179.0300257507 | 12178.0601382502 | 8.036e-07  | -6194.876  |
| 0.707 | 12177.0909507388 | 12176.1201283283 | 8.034e-07  | -6263.095  |
| 0.707 | 12175.1500059176 | 12174.1782493288 | 8.032e-07  | -6331.276  |
| 0.707 | 12173.2071927505 | 12172.2345027049 | 8.029e-07  | -6399.418  |
| 0.708 | 12171.2625126804 | 12170.2888899022 | 8.027e-07  | -6467.523  |
| 0.708 | 12169.3159671557 | 12168.341412372  | 8.024e-07  | -6535.589  |
| 0.708 | 12167.3675576306 | 12166.3920715794 | 8.022e-07  | -6603.617  |
| 0.708 | 12165.4172855811 | 12164.4408689873 |  8.02e-07  | -6671.606  |
| 0.708 | 12163.4651524569 | 12162.4878060564 | 8.017e-07  | -6739.557  |
| 0.708 | 12161.5111597297 | 12160.5328842478 | 8.015e-07  |  -6807.47  |
| 0.708 | 12159.5553088502 | 12158.5761050152 | 8.012e-07  | -6875.344  |
| 0.708 | 12157.5976012749 | 12156.617469834  |  8.01e-07  | -6943.179  |
| 0.708 | 12155.6380384981 | 12154.656980172  | 8.007e-07  | -7010.976  |
| 0.708 | 12153.6766219612 | 12152.6946375003 | 8.005e-07  | -7078.733  |
| 0.708 | 12151.713353165  | 12150.7304432984 | 8.003e-07  | -7146.452  |
| 0.709 | 12149.7482335677 | 12148.7643990436 |   8e-07    | -7214.132  |
| 0.709 | 12147.7812646657 | 12146.7965062111 | 7.998e-07  | -7281.773  |
| 0.709 | 12145.8124479129 | 12144.826766274  | 7.995e-07  | -7349.375  |
| 0.709 | 12143.8417848014 | 12142.8551807162 | 7.993e-07  | -7416.938  |
| 0.709 | 12141.8692768075 | 12140.8817510172 | 7.991e-07  | -7484.462  |
| 0.709 | 12139.8949254134 | 12138.9064786701 | 7.988e-07  | -7551.947  |
| 0.709 | 12137.9187321234 | 12136.9293651632 | 7.986e-07  | -7619.392  |
| 0.709 | 12135.9406984098 | 12134.9504119722 | 7.983e-07  | -7686.798  |
| 0.709 | 12133.9608257512 | 12132.969620597  | 7.981e-07  | -7754.164  |
|  0.71 | 12131.9791156693 | 12130.9869925328 | 7.979e-07  | -7821.491  |
|  0.71 | 12129.9955696328 | 12129.0025292755 | 7.976e-07  | -7888.778  |
|  0.71 | 12128.0101891646 | 12127.0162323241 | 7.974e-07  | -7956.026  |
|  0.71 | 12126.0229757398 | 12125.0281031726 | 7.971e-07  | -8023.234  |
|  0.71 | 12124.0339308716 | 12123.038143332  | 7.969e-07  | -8090.402  |
|  0.71 | 12122.0430560683 | 12121.0463542973 | 7.967e-07  | -8157.531  |
|  0.71 | 12120.050352812  | 12119.0527375725 | 7.964e-07  | -8224.619  |
|  0.71 | 12118.0558226284 |  12117.05729467  | 7.962e-07  | -8291.668  |
|  0.71 | 12116.0594670166 | 12115.0600270946 | 7.959e-07  | -8358.677  |
|  0.71 | 12114.0612874873 | 12113.0609363599 | 7.957e-07  | -8425.645  |
|  0.71 | 12112.0612855569 |  12111.06002398  | 7.955e-07  | -8492.574  |
| 0.711 | 12110.0594627371 | 12109.0572914695 | 7.952e-07  | -8559.462  |
| 0.711 | 12108.0558205456 | 12107.0527403545 |  7.95e-07  |  -8626.31  |
| 0.711 | 12106.0503605166 | 12105.046372148  | 7.948e-07  | -8693.117  |
| 0.711 | 12104.0430841421 | 12103.0381883637 | 7.945e-07  | -8759.884  |
| 0.711 | 12102.0339929576 | 12101.0281905374 | 7.943e-07  | -8826.611  |
| 0.711 | 12100.023088499  | 12099.016380192  |  7.94e-07  | -8893.297  |
| 0.711 | 12098.0103722763 | 12097.0027588564 | 7.938e-07  | -8959.943  |
| 0.711 | 12095.9958458373 | 12094.9873280574 | 7.936e-07  | -9026.548  |
| 0.711 | 12093.9795106878 | 12092.9700893305 | 7.933e-07  | -9093.112  |
| 0.712 | 12091.9613683929 | 12090.951044209  | 7.931e-07  | -9159.635  |
| 0.712 | 12089.9414204542 | 12088.9301942243 | 7.928e-07  | -9226.118  |
| 0.712 | 12087.9196684329 | 12086.907540919  | 7.926e-07  | -9292.559  |
| 0.712 | 12085.896113853  | 12084.883085831  | 7.924e-07  |  -9358.96  |
| 0.712 | 12083.8707582663 | 12082.8568304989 | 7.921e-07  |  -9425.32  |
| 0.712 | 12081.8436031981 | 12080.8287764591 | 7.919e-07  | -9491.638  |
| 0.712 | 12079.814650196  | 12078.7989252676 | 7.917e-07  | -9557.915  |
| 0.712 | 12077.7839008243 | 12076.7672784755 | 7.914e-07  | -9624.151  |
| 0.712 | 12075.7513566211 | 12074.7338376266 | 7.912e-07  | -9690.346  |
| 0.712 | 12073.7170191357 | 12072.698604276  | 7.909e-07  | -9756.499  |
| 0.712 | 12071.6808899292 | 12070.6615799743 | 7.907e-07  | -9822.611  |
| 0.713 | 12069.6429705414 | 12068.6227662805 | 7.905e-07  | -9888.682  |
| 0.713 | 12067.6032625508 | 12066.5821647517 | 7.902e-07  |  -9954.71  |
| 0.713 | 12065.5617674931 | 12064.5397769458 |  7.9e-07   | -10020.698 |
| 0.713 | 12063.5184869482 | 12062.4956044239 | 7.898e-07  | -10086.643 |
| 0.713 | 12061.4734224585 | 12060.4496487451 | 7.895e-07  | -10152.547 |
| 0.713 | 12059.4265755998 | 12058.4019114773 | 7.893e-07  | -10218.409 |
| 0.713 | 12057.377947932  | 12056.3523941972 | 7.891e-07  | -10284.229 |
| 0.713 | 12055.3275410486 | 12054.3010984739 | 7.888e-07  | -10350.007 |
| 0.713 | 12053.2753564946 | 12052.2480258667 | 7.886e-07  | -10415.743 |
| 0.714 | 12051.2213958432 | 12050.1931779514 | 7.884e-07  | -10481.437 |
| 0.714 | 12049.1656606733 | 12048.1365563131 | 7.881e-07  | -10547.089 |
| 0.714 | 12047.1081525755 | 12046.0781625317 | 7.879e-07  | -10612.698 |
| 0.714 | 12045.0488731196 | 12044.0179981718 | 7.876e-07  | -10678.266 |
| 0.714 | 12042.9878238649 | 12041.9560648178 | 7.874e-07  | -10743.791 |
| 0.714 | 12040.9250064205 | 12039.8923640653 | 7.872e-07  | -10809.274 |
| 0.714 | 12038.860422369  | 12037.8268974946 | 7.869e-07  | -10874.714 |
| 0.714 | 12036.7940732882 | 12035.7596666894 | 7.867e-07  | -10940.111 |
| 0.714 | 12034.7259607676 | 12033.6906732341 | 7.865e-07  | -11005.466 |
| 0.714 | 12032.6560863865 | 12031.6199187218 | 7.862e-07  | -11070.779 |
| 0.714 | 12030.5844517521 | 12029.5474047493 |  7.86e-07  | -11136.049 |
| 0.715 | 12028.5110584506 | 12027.4731329114 | 7.858e-07  | -11201.276 |
| 0.715 | 12026.4359080852 | 12025.3971048061 | 7.855e-07  | -11266.46  |
| 0.715 | 12024.359002249  | 12023.3193220378 | 7.853e-07  | -11331.601 |
| 0.715 | 12022.2803425576 | 12021.2397862007 | 7.851e-07  | -11396.699 |
| 0.715 | 12020.1999305839 | 12019.1584988981 | 7.848e-07  | -11461.754 |
| 0.715 | 12018.1177679612 | 12017.0754617336 | 7.846e-07  | -11526.766 |
| 0.715 | 12016.033856264  | 12014.9906763093 | 7.844e-07  | -11591.735 |
| 0.715 | 12013.9481971216 | 12012.9041442388 | 7.841e-07  | -11656.661 |
| 0.715 | 12011.8607921318 | 12010.8158671335 | 7.839e-07  | -11721.543 |
| 0.716 | 12009.7716429201 | 12008.7258466114 | 7.837e-07  | -11786.382 |
| 0.716 | 12007.6807510967 | 12006.6340842857 | 7.834e-07  | -11851.178 |
| 0.716 | 12005.5881182776 | 12004.540581773  | 7.832e-07  | -11915.93  |
| 0.716 | 12003.4937460802 | 12002.4453406825 |  7.83e-07  | -11980.639 |
| 0.716 | 12001.3976361057 | 12000.3483626434 | 7.827e-07  | -12045.304 |
| 0.716 | 11999.2997900111 | 11998.2496492831 | 7.825e-07  | -12109.925 |
| 0.716 | 11997.2002093939 | 11996.1492022102 | 7.823e-07  | -12174.503 |
| 0.716 | 11995.0988958744 | 11994.0470230565 |  7.82e-07  | -12239.037 |
| 0.716 | 11992.9958510954 | 11991.9431134624 | 7.818e-07  | -12303.527 |
| 0.716 | 11990.8910766953 | 11989.8374750475 | 7.816e-07  | -12367.973 |
| 0.716 | 11988.7845742746 | 11987.730109443  | 7.813e-07  | -12432.375 |
| 0.717 | 11986.6763454953 | 11985.6210182892 | 7.811e-07  | -12496.733 |
| 0.717 | 11984.5663919761 | 11983.5102032163 | 7.809e-07  | -12561.047 |
| 0.717 | 11982.4547153585 | 11981.3976658634 | 7.806e-07  | -12625.317 |
| 0.717 | 11980.3413172794 | 11979.2834078651 | 7.804e-07  | -12689.542 |
| 0.717 | 11978.226199371  | 11977.1674308733 | 7.802e-07  | -12753.723 |
| 0.717 | 11976.1093633047 | 11975.0497365322 | 7.799e-07  | -12817.86  |
| 0.717 | 11973.990810698  | 11972.9303264764 | 7.797e-07  | -12881.953 |
| 0.717 | 11971.8705432021 | 11970.8092023573 | 7.795e-07  | -12946.001 |
| 0.717 | 11969.7485624689 | 11968.6863658303 | 7.792e-07  | -13010.004 |
| 0.718 | 11967.624870157  | 11966.5618185485 |  7.79e-07  | -13073.963 |
| 0.718 | 11965.4994679146 | 11964.4355621608 | 7.788e-07  | -13137.877 |
| 0.718 | 11963.3723573907 | 11962.3075983167 | 7.786e-07  | -13201.747 |
| 0.718 | 11961.2435402355 | 11960.1779286721 | 7.783e-07  | -13265.571 |
| 0.718 | 11959.1130181107 | 11958.0465548921 | 7.781e-07  | -13329.351 |
| 0.718 | 11956.9807926846 | 11955.9134786481 | 7.779e-07  | -13393.086 |
| 0.718 | 11954.8468656318 | 11953.7787015986 | 7.776e-07  | -13456.776 |
| 0.718 | 11952.7112385948 | 11951.6422253948 | 7.774e-07  | -13520.421 |
| 0.718 | 11950.5739132335 | 11949.5040517054 | 7.772e-07  | -13584.02  |
| 0.718 | 11948.4348912252 | 11947.3641822109 | 7.769e-07  | -13647.575 |
| 0.718 | 11946.2941742536 | 11945.222618576  | 7.767e-07  | -13711.084 |
| 0.719 | 11944.1517639648 | 11943.079362464  | 7.765e-07  | -13774.548 |
| 0.719 | 11942.0076620387 | 11940.9344155661 | 7.763e-07  | -13837.967 |
| 0.719 | 11939.8618701783 | 11938.7877795501 |  7.76e-07  | -13901.34  |
| 0.719 | 11937.7143900159 | 11936.6394560899 | 7.758e-07  | -13964.668 |
| 0.719 | 11935.5652232674 | 11934.4894468772 | 7.756e-07  | -14027.95  |
| 0.719 | 11933.4143715998 | 11932.3377535877 | 7.753e-07  | -14091.187 |
| 0.719 | 11931.2618366977 | 11930.1843779038 | 7.751e-07  | -14154.378 |
| 0.719 | 11929.1076202413 | 11928.029321506  | 7.749e-07  | -14217.523 |
| 0.719 | 11926.9517239115 | 11925.8725860895 | 7.746e-07  | -14280.623 |
|  0.72 | 11924.7941494178 | 11923.714173345  | 7.744e-07  | -14343.676 |
|  0.72 | 11922.634898432  | 11921.5540849532 | 7.742e-07  | -14406.684 |
|  0.72 | 11920.4739726435 | 11919.3923226148 |  7.74e-07  | -14469.646 |
|  0.72 | 11918.3113737647 | 11917.2288880261 | 7.737e-07  | -14532.562 |
|  0.72 | 11916.1471034757 | 11915.0637828789 | 7.735e-07  | -14595.431 |
|  0.72 | 11913.9811634799 | 11912.8970088798 | 7.733e-07  | -14658.255 |
|  0.72 | 11911.813555487  | 11910.7285677305 |  7.73e-07  | -14721.032 |
|  0.72 | 11909.6442811911 | 11908.5584611232 | 7.728e-07  | -14783.763 |
|  0.72 | 11907.4733422819 | 11906.3866907644 | 7.726e-07  | -14846.448 |
|  0.72 | 11905.3007404831 | 11904.2132583673 | 7.724e-07  | -14909.086 |
|  0.72 | 11903.1264774974 | 11902.0381656352 | 7.721e-07  | -14971.678 |
| 0.721 | 11900.9505550285 | 11899.8614142775 | 7.719e-07  | -15034.223 |
| 0.721 | 11898.7729747919 | 11897.683006019  | 7.717e-07  | -15096.722 |
| 0.721 | 11896.5937385211 | 11895.5029425656 | 7.714e-07  | -15159.174 |
| 0.721 | 11894.4128478949 | 11893.321225619  | 7.712e-07  | -15221.579 |
| 0.721 | 11892.2303046377 | 11891.1378569122 |  7.71e-07  | -15283.937 |
| 0.721 | 11890.0461104913 | 11888.9528381655 | 7.708e-07  | -15346.249 |
| 0.721 | 11887.8602671543 | 11886.766171092  | 7.705e-07  | -15408.514 |
| 0.721 | 11885.672776354  | 11884.5778574165 | 7.703e-07  | -15470.732 |
| 0.721 | 11883.4836398133 | 11882.387898868  | 7.701e-07  | -15532.903 |
| 0.722 | 11881.2928592671 | 11880.1962971765 | 7.699e-07  | -15595.027 |
| 0.722 | 11879.1004364402 | 11878.0030540672 | 7.696e-07  | -15657.103 |
| 0.722 | 11876.9063730587 | 11875.808171264  | 7.694e-07  | -15719.133 |
| 0.722 | 11874.7106708438 | 11873.6116505054 | 7.692e-07  | -15781.115 |
| 0.722 | 11872.5133315515 | 11871.4134935226 |  7.69e-07  | -15843.05  |
| 0.722 | 11870.3143568885 | 11869.2137020537 | 7.687e-07  | -15904.937 |
| 0.722 | 11868.1137486239 | 11867.0122778432 | 7.685e-07  | -15966.777 |
| 0.722 | 11865.9115084778 | 11864.8092226201 | 7.683e-07  | -16028.57  |
| 0.722 | 11863.7076381879 | 11862.6045381282 |  7.68e-07  | -16090.315 |
| 0.722 | 11861.5021395044 | 11860.3982261127 | 7.678e-07  | -16152.012 |
| 0.722 | 11859.2950141672 | 11858.1902883195 | 7.676e-07  | -16213.662 |
| 0.723 | 11857.0862639284 | 11855.9807264986 | 7.674e-07  | -16275.264 |
| 0.723 | 11854.8758905358 | 11853.7695424011 | 7.671e-07  | -16336.818 |
| 0.723 | 11852.6638957438 | 11851.5567377679 | 7.669e-07  | -16398.325 |
| 0.723 |  11850.45028128  | 11849.3423143552 | 7.667e-07  | -16459.783 |
| 0.723 | 11848.2350489289 | 11847.1262739199 | 7.665e-07  | -16521.194 |
| 0.723 | 11846.0182004201 | 11844.9086182176 | 7.662e-07  | -16582.556 |
| 0.723 | 11843.7997375349 | 11842.6893490104 |  7.66e-07  | -16643.87  |
| 0.723 | 11841.5796620164 | 11840.4684680504 | 7.658e-07  | -16705.137 |
| 0.723 | 11839.3579756257 | 11838.2459771048 | 7.656e-07  | -16766.354 |
| 0.724 | 11837.134680136  | 11836.0218779334 | 7.653e-07  | -16827.524 |
| 0.724 | 11834.9097772939 | 11833.7961723031 | 7.651e-07  | -16888.645 |
| 0.724 | 11832.6832688861 | 11831.568861987  | 7.649e-07  | -16949.718 |
| 0.724 | 11830.4551566727 | 11829.3399487458 | 7.647e-07  | -17010.743 |
| 0.724 | 11828.2254424147 | 11827.1094343467 | 7.644e-07  | -17071.719 |
| 0.724 | 11825.9941278855 | 11824.8773205721 | 7.642e-07  | -17132.646 |
| 0.724 | 11823.7612148766 |  11822.6436092   |  7.64e-07  | -17193.525 |
| 0.724 | 11821.5267051524 | 11820.4083019983 | 7.638e-07  | -17254.355 |
| 0.724 | 11819.2906004844 | 11818.1714007445 | 7.636e-07  | -17315.136 |
| 0.724 | 11817.052902656  | 11815.9329072256 | 7.633e-07  | -17375.869 |
| 0.724 | 11814.8136134579 | 11813.6928232187 | 7.631e-07  | -17436.552 |
| 0.725 | 11812.5727346536 | 11811.4511505076 | 7.629e-07  | -17497.187 |
| 0.725 | 11810.330268047  |  11809.20789088  | 7.627e-07  | -17557.773 |
| 0.725 | 11808.0862154099 | 11806.9630461165 | 7.624e-07  | -17618.309 |
| 0.725 | 11805.8405785316 | 11804.7166180102 | 7.622e-07  | -17678.797 |
| 0.725 | 11803.5933592087 | 11802.4686083607 |  7.62e-07  | -17739.235 |
| 0.725 | 11801.3445592443 | 11800.2190189466 | 7.618e-07  | -17799.624 |
| 0.725 | 11799.0941803922 | 11797.9678515617 | 7.615e-07  | -17859.964 |
| 0.725 | 11796.8422244862 | 11795.7151080122 | 7.613e-07  | -17920.254 |
| 0.725 | 11794.588693305  | 11793.4607900942 | 7.611e-07  | -17980.495 |
| 0.726 | 11792.3335886621 | 11791.2048996052 | 7.609e-07  | -18040.687 |
| 0.726 | 11790.0769123389 | 11788.9474383439 | 7.607e-07  | -18100.829 |
| 0.726 | 11787.8186661514 | 11786.6884081184 | 7.604e-07  | -18160.922 |
| 0.726 |  11785.5588519   | 11784.4278107328 | 7.602e-07  | -18220.964 |
| 0.726 | 11783.2974713922 | 11782.1656479864 |  7.6e-07   | -18280.958 |
| 0.726 | 11781.0345264195 | 11779.9019216943 | 7.598e-07  | -18340.901 |
| 0.726 |  11778.77001882  | 11777.6366336751 | 7.595e-07  | -18400.795 |
