+-------+------------------+------------------+------------+------------+
|   Z   |        F         |     F deriv      |     U      |    divF    |
|  0.1  | 1642.0951253382  |  1642.970739022  | 2.1973e-06 | 96883.454  |
|  0.1  | 1643.8463548536  | 1644.7221317185  | 2.1973e-06 |  96895.96  |
|  0.1  | 1645.5979107379  | 1646.4738509151  | 2.1972e-06 | 96908.477  |
|  0.1  | 1647.3497932533  | 1648.2258968602  | 2.1972e-06 | 96921.005  |
| 0.101 | 1649.1020026348  | 1649.9782698502  | 2.1971e-06 | 96933.544  |
| 0.101 |  1650.85453924   | 1651.7309701815  | 2.1971e-06 | 96946.094  |
| 0.101 |  1652.607403304  | 1653.4839981094  | 2.197e-06  | 96958.655  |
| 0.101 | 1654.3605951026  | 1655.2373539441  | 2.197e-06  | 96971.227  |
| 0.101 | 1656.1141149801  | 1656.9910379819  | 2.1969e-06 | 96983.811  |
| 0.101 |  1657.867963185  | 1658.7450504853  | 2.1969e-06 | 96996.405  |
| 0.101 | 1659.6221399937  | 1660.4993917441  | 2.1968e-06 | 97009.011  |
| 0.101 | 1661.3766457093  | 1662.2540620479  | 2.1968e-06 | 97021.628  |
| 0.101 |  1663.131480608  | 1664.0090616797  | 2.1967e-06 | 97034.255  |
| 0.102 | 1664.8866449797  | 1665.7643909225  | 2.1967e-06 | 97046.894  |
| 0.102 | 1666.6421391005  | 1667.5200500526  | 2.1966e-06 | 97059.544  |
| 0.102 | 1668.3979632467  | 1669.2760393667  | 2.1966e-06 | 97072.205  |
| 0.102 | 1670.1541177355  | 1671.0323591546  | 2.1965e-06 | 97084.877  |
| 0.102 | 1671.9106028296  | 1672.7890096929  | 2.1964e-06 | 97097.561  |
| 0.102 | 1673.6674188189  | 1674.5459912509  | 2.1964e-06 | 97110.255  |
| 0.102 | 1675.4245659526  | 1676.3033041121  | 2.1963e-06 |  97122.96  |
| 0.102 | 1677.1820445481  | 1678.0609485869  | 2.1963e-06 | 97135.676  |
| 0.102 | 1678.9398549091  | 1679.8189249654  | 2.1962e-06 | 97148.404  |
| 0.102 | 1680.6979973121  | 1681.5772335242  | 2.1962e-06 | 97161.142  |
| 0.103 | 1682.4564720337  | 1683.3358745331  | 2.1961e-06 | 97173.891  |
| 0.103 | 1684.2152793368  | 1685.0948482686  | 2.1961e-06 | 97186.652  |
| 0.103 | 1685.9744195117  | 1686.8541550211  | 2.196e-06  | 97199.423  |
| 0.103 | 1687.7338928488  | 1688.6137950741  | 2.196e-06  | 97212.206  |
| 0.103 | 1689.4936996247  | 1690.3737687111  | 2.1959e-06 | 97224.999  |
| 0.103 | 1691.2538401299  | 1692.1340762294  | 2.1959e-06 | 97237.804  |
| 0.103 | 1693.0143146683  | 1693.8947178989  | 2.1958e-06 | 97250.619  |
| 0.103 |  1694.775123476  | 1695.6556940034  | 2.1958e-06 | 97263.446  |
| 0.103 | 1696.5362668843  | 1697.4170048197  | 2.1957e-06 | 97276.284  |
| 0.103 | 1698.2977451157  | 1699.1786506179  | 2.1957e-06 | 97289.132  |
| 0.104 | 1700.0595584879  | 1700.9406317092  | 2.1956e-06 | 97301.992  |
| 0.104 | 1701.8217073053  | 1702.7029483568  | 2.1956e-06 | 97314.862  |
| 0.104 | 1703.5841917903  | 1704.4656008379  | 2.1955e-06 | 97327.744  |
| 0.104 | 1705.3470122746  | 1706.2285894567  | 2.1955e-06 | 97340.636  |
| 0.104 | 1707.1101690352  | 1707.9919144973  | 2.1954e-06 |  97353.54  |
| 0.104 | 1708.8736623629  | 1709.7555762163  | 2.1953e-06 | 97366.454  |
| 0.104 | 1710.6374924804  | 1711.5195749115  | 2.1953e-06 | 97379.379  |
| 0.104 | 1712.4016597604  | 1713.2839108736  | 2.1952e-06 | 97392.316  |
| 0.104 | 1714.1661644119  | 1715.0485843596  | 2.1952e-06 | 97405.263  |
| 0.104 | 1715.9310067396  | 1716.8135956604  | 2.1951e-06 | 97418.221  |
| 0.105 | 1717.6961870208  | 1718.5789450466  | 2.1951e-06 | 97431.191  |
| 0.105 | 1719.4617055193  | 1720.3446328092  | 2.195e-06  | 97444.171  |
| 0.105 | 1721.2275625533  | 1722.1106592393  | 2.195e-06  | 97457.162  |
| 0.105 | 1722.9937583867  | 1723.8770246076  | 2.1949e-06 | 97470.164  |
| 0.105 | 1724.7602932971  | 1725.6437291915  | 2.1949e-06 | 97483.177  |
| 0.105 |  1726.527167562  | 1727.4107732756  | 2.1948e-06 | 97496.201  |
| 0.105 | 1728.2943814726  | 1729.1781571374  | 2.1948e-06 | 97509.236  |
| 0.105 | 1730.0619352929  | 1730.9458810613  | 2.1947e-06 | 97522.282  |
| 0.105 | 1731.8298293279  | 1732.7139453388  | 2.1946e-06 | 97535.338  |
| 0.105 | 1733.5980638552  |  1734.482350227  | 2.1946e-06 | 97548.406  |
| 0.106 | 1735.3666391118  | 1736.2510960107  | 2.1945e-06 | 97561.484  |
| 0.106 | 1737.1355554299  | 1738.0201829811  | 2.1945e-06 | 97574.574  |
| 0.106 | 1738.9048130602  | 1739.7896114095  | 2.1944e-06 | 97587.674  |
| 0.106 |  1740.674412294  | 1741.5593815872  | 2.1944e-06 | 97600.785  |
| 0.106 | 1742.4443534231  | 1743.3294937786  | 2.1943e-06 | 97613.907  |
| 0.106 | 1744.2146366844  | 1745.0999482549  | 2.1943e-06 |  97627.04  |
| 0.106 | 1745.9852623832  |  1746.870745301  | 2.1942e-06 | 97640.184  |
| 0.106 |  1747.756230784  | 1748.6418852152  | 2.1942e-06 | 97653.339  |
| 0.106 | 1749.5275422192  |  1750.413368269  | 2.1941e-06 | 97666.504  |
| 0.106 |  1751.299196899  | 1752.1851947063  | 2.1941e-06 | 97679.681  |
| 0.107 | 1753.0711951015  | 1753.9573648327  | 2.194e-06  | 97692.868  |
| 0.107 | 1754.8435371593  | 1755.7298789399  | 2.1939e-06 | 97706.066  |
| 0.107 | 1756.6162233235  | 1757.5027373062  | 2.1939e-06 | 97719.275  |
| 0.107 | 1758.3892538996  | 1759.2759401896  | 2.1938e-06 | 97732.495  |
| 0.107 | 1760.1626290978  | 1761.0494878615  | 2.1938e-06 | 97745.726  |
| 0.107 |  1761.936349251  |  1762.823380614  | 2.1937e-06 | 97758.967  |
| 0.107 | 1763.7104146104  | 1764.5976187322  | 2.1937e-06 |  97772.22  |
| 0.107 | 1765.4848254952  | 1766.3722024948  | 2.1936e-06 | 97785.483  |
| 0.107 | 1767.2595821432  | 1768.1471321529  | 2.1936e-06 | 97798.757  |
| 0.107 | 1769.0346848191  | 1769.9224080055  | 2.1935e-06 | 97812.042  |
| 0.108 | 1770.8101338562  | 1771.6980303381  | 2.1934e-06 | 97825.338  |
| 0.108 |  1772.585929492  |  1773.473999402  | 2.1934e-06 | 97838.644  |
| 0.108 | 1774.3620719917  | 1775.2503154759  | 2.1933e-06 | 97851.961  |
| 0.108 | 1776.1385616477  | 1777.0269788591  | 2.1933e-06 |  97865.29  |
| 0.108 | 1777.9153987658  | 1778.8039898097  | 2.1932e-06 | 97878.628  |
| 0.108 | 1779.6925835567  | 1780.5813485998  | 2.1932e-06 | 97891.978  |
| 0.108 | 1781.4701163539  | 1782.3590555219  | 2.1931e-06 | 97905.339  |
| 0.108 | 1783.2479974088  | 1784.1371108481  | 2.1931e-06 |  97918.71  |
| 0.108 |  1785.026227014  | 1785.9155148505  | 2.193e-06  | 97932.092  |
| 0.108 | 1786.8048054213  | 1787.6942678148  | 2.193e-06  | 97945.485  |
| 0.108 | 1788.5837329505  | 1789.4733700132  | 2.1929e-06 | 97958.888  |
| 0.109 | 1790.3630098262  | 1791.2528217045  | 2.1928e-06 | 97972.303  |
| 0.109 |  1792.142636341  | 1793.0326231881  | 2.1928e-06 | 97985.728  |
| 0.109 | 1793.9226128013  | 1794.8127747296  | 2.1927e-06 | 97999.164  |
| 0.109 | 1795.7029394318  | 1796.5932766012  | 2.1927e-06 |  98012.61  |
| 0.109 | 1797.4836165526  | 1798.3741290687  | 2.1926e-06 | 98026.068  |
| 0.109 | 1799.2646443748  | 1800.1553324045  | 2.1926e-06 | 98039.536  |
| 0.109 | 1801.0460232321  | 1801.9368869083  | 2.1925e-06 | 98053.015  |
| 0.109 | 1802.8277533904  | 1803.7187928527  | 2.1924e-06 | 98066.504  |
| 0.109 |  1804.609835129  | 1805.5010505103  | 2.1924e-06 | 98080.005  |
|  0.11 | 1806.3922687136  | 1807.2836601605  | 2.1923e-06 | 98093.516  |
|  0.11 | 1808.1750544373  | 1809.0666220487  | 2.1923e-06 | 98107.038  |
|  0.11 |  1809.958192498  |  1810.849936468  | 2.1922e-06 |  98120.57  |
|  0.11 | 1811.7416832842  |  1812.633603705  | 2.1922e-06 | 98134.113  |
|  0.11 |  1813.52552698   |  1814.417624005  | 2.1921e-06 | 98147.667  |
|  0.11 | 1815.3097238924  | 1816.2019976547  | 2.1921e-06 | 98161.232  |
|  0.11 | 1817.0942742874  | 1817.9867249268  | 2.192e-06  | 98174.807  |
|  0.11 | 1818.8791784447  | 1819.7718060875  | 2.1919e-06 | 98188.393  |
|  0.11 | 1820.6644366169  | 1821.5572414233  | 2.1919e-06 |  98201.99  |
|  0.11 | 1822.4500491247  |  1823.343031221  | 2.1918e-06 | 98215.597  |
|  0.11 | 1824.2360162205  | 1825.1291757195  | 2.1918e-06 | 98229.216  |
| 0.111 | 1826.0223381299  | 1826.9156751988  | 2.1917e-06 | 98242.844  |
| 0.111 | 1827.8090151872  | 1828.7025299524  | 2.1917e-06 | 98256.484  |
| 0.111 | 1829.5960476453  | 1830.4897402398  | 2.1916e-06 | 98270.134  |
| 0.111 | 1831.3834357704  | 1832.2773063412  | 2.1915e-06 | 98283.795  |
| 0.111 | 1833.1711798563  | 1834.0652285297  | 2.1915e-06 | 98297.466  |
| 0.111 | 1834.9592801558  | 1835.8535070584  | 2.1914e-06 | 98311.148  |
| 0.111 | 1836.7477369219  | 1837.6421422005  | 2.1914e-06 | 98324.841  |
| 0.111 | 1838.5365504483  | 1839.4311342499  | 2.1913e-06 | 98338.544  |
| 0.111 |  1840.325721029  |  1841.22048348   | 2.1913e-06 | 98352.258  |
| 0.112 | 1842.1152489169  | 1843.0101901439  | 2.1912e-06 | 98365.983  |
| 0.112 | 1843.9051343652  | 1844.8002545084  | 2.1911e-06 | 98379.718  |
| 0.112 | 1845.6953776542  | 1846.5906768673  | 2.1911e-06 | 98393.464  |
| 0.112 | 1847.4859790916  | 1848.3814574809  | 2.191e-06  |  98407.22  |
| 0.112 | 1849.2769388897  | 1850.1725966158  | 2.191e-06  | 98420.987  |
| 0.112 | 1851.0682573699  | 1851.9640945458  | 2.1909e-06 | 98434.765  |
| 0.112 | 1852.8599347582  | 1853.7559515515  | 2.1909e-06 | 98448.553  |
| 0.112 | 1854.6519713898  | 1855.5481679135  | 2.1908e-06 | 98462.352  |
| 0.112 | 1856.4443674907  | 1857.3407438784  | 2.1907e-06 | 98476.162  |
| 0.112 | 1858.2371233281  | 1859.1336797133  | 2.1907e-06 | 98489.982  |
| 0.112 |  1860.030239169  | 1860.9269756921  | 2.1906e-06 | 98503.813  |
| 0.113 | 1861.8237152942  | 1862.7206320956  | 2.1906e-06 | 98517.654  |
| 0.113 | 1863.6175519845  | 1864.5146491909  | 2.1905e-06 | 98531.506  |
| 0.113 | 1865.4117494935  | 1866.3090272455  | 2.1905e-06 | 98545.368  |
| 0.113 | 1867.2063081021  | 1868.1037665265  | 2.1904e-06 | 98559.241  |
| 0.113 | 1869.0012280641  | 1869.8988673149  | 2.1903e-06 | 98573.125  |
| 0.113 | 1870.7965096877  | 1871.6943298646  | 2.1903e-06 | 98587.019  |
| 0.113 | 1872.5921531721  | 1873.4901544429  | 2.1902e-06 | 98600.923  |
| 0.113 | 1874.3881588529  | 1875.2863413309  | 2.1902e-06 | 98614.839  |
| 0.113 | 1876.1845269568  | 1877.0828908098  | 2.1901e-06 | 98628.764  |
| 0.114 | 1877.9812578194  | 1878.8798031403  |  2.19e-06  | 98642.701  |
| 0.114 | 1879.7783516265  | 1880.6770785833  |  2.19e-06  | 98656.647  |
| 0.114 |  1881.575808714  |  1882.47471742   | 2.1899e-06 | 98670.605  |
| 0.114 | 1883.3736293087  | 1884.2727198772  | 2.1899e-06 | 98684.573  |
| 0.114 | 1885.1718136373  | 1886.0710862433  | 2.1898e-06 | 98698.551  |
| 0.114 | 1886.9703620495  | 1887.8698168199  | 2.1897e-06 |  98712.54  |
| 0.114 | 1888.7692747993  | 1889.6689118613  | 2.1897e-06 | 98726.539  |
| 0.114 | 1890.5685521411  | 1891.4683716081  | 2.1896e-06 | 98740.549  |
| 0.114 | 1892.3681943019  |  1893.268196342  | 2.1896e-06 |  98754.57  |
| 0.114 | 1894.1682016177  | 1895.0683863513  | 2.1895e-06 | 98768.601  |
| 0.114 | 1895.9685743292  | 1896.8689418903  | 2.1895e-06 | 98782.642  |
| 0.115 | 1897.7693127047  | 1898.6698632069  | 2.1894e-06 | 98796.694  |
| 0.115 | 1899.5704169712  | 1900.4711505758  | 2.1893e-06 | 98810.756  |
| 0.115 | 1901.3718874514  | 1902.2728042924  | 2.1893e-06 | 98824.829  |
| 0.115 | 1903.1737244134  | 1904.0748246046  | 2.1892e-06 | 98838.912  |
| 0.115 | 1904.9759280847  | 1905.8772117806  | 2.1892e-06 | 98853.006  |
| 0.115 | 1906.7784987743  | 1907.6799660886  | 2.1891e-06 |  98867.11  |
| 0.115 | 1908.5814367098  | 1909.4830877971  | 2.189e-06  | 98881.225  |
| 0.115 | 1910.3847422002  | 1911.2865771743  | 2.189e-06  |  98895.35  |
| 0.115 | 1912.1884154733  | 1913.0904344752  | 2.1889e-06 | 98909.486  |
| 0.116 |  1913.992456811  | 1914.8946599613  | 2.1889e-06 | 98923.632  |
| 0.116 | 1915.7968664546  | 1916.6992539149  | 2.1888e-06 | 98937.788  |
| 0.116 | 1917.6016447272  | 1918.5042165841  | 2.1887e-06 | 98951.955  |
| 0.116 |  1919.406791802  |  1920.309548251  | 2.1887e-06 | 98966.133  |
| 0.116 | 1921.2123080702  |  1922.115249198  | 2.1886e-06 |  98980.32  |
| 0.116 | 1923.0181937052  |  1923.921319653  | 2.1886e-06 | 98994.519  |
| 0.116 | 1924.8244489892  |  1925.727759905  | 2.1885e-06 | 99008.727  |
| 0.116 | 1926.6310742184  | 1927.5345702162  | 2.1884e-06 | 99022.946  |
| 0.116 | 1928.4380696207  | 1929.3417508349  | 2.1884e-06 | 99037.175  |
| 0.116 |  1930.245435465  | 1931.1493020368  | 2.1883e-06 | 99051.415  |
| 0.116 | 1932.0531720338  | 1932.9572240773  | 2.1883e-06 | 99065.665  |
| 0.117 | 1933.8612795551  | 1934.7655172184  | 2.1882e-06 | 99079.926  |
| 0.117 | 1935.6697583254  | 1936.5741817498  | 2.1881e-06 | 99094.197  |
| 0.117 | 1937.4786086271  | 1938.3832179404  | 2.1881e-06 | 99108.478  |
| 0.117 | 1939.2878307159  | 1940.1926260254  | 2.188e-06  |  99122.77  |
| 0.117 | 1941.0974248063  | 1942.0024062739  | 2.188e-06  | 99137.072  |
| 0.117 | 1942.9073912222  | 1943.8125589619  | 2.1879e-06 | 99151.384  |
| 0.117 | 1944.7177301917  | 1945.6230843383  | 2.1878e-06 | 99165.707  |
| 0.117 | 1946.5284419843  | 1947.4339826656  | 2.1878e-06 |  99180.04  |
| 0.117 | 1948.3395268557  |  1949.24525422   | 2.1877e-06 | 99194.384  |
| 0.118 | 1950.1509851024  | 1951.0568992571  | 2.1877e-06 | 99208.738  |
| 0.118 | 1951.9628169395  | 1952.8689180466  | 2.1876e-06 | 99223.102  |
| 0.118 | 1953.7750226908  | 1954.6813108511  | 2.1875e-06 | 99237.476  |
| 0.118 | 1955.5876025579  | 1956.4940779334  | 2.1875e-06 | 99251.861  |
| 0.118 | 1957.4005568647  | 1958.3072195561  | 2.1874e-06 | 99266.256  |
| 0.118 | 1959.2138858128  | 1960.1207359686  | 2.1874e-06 | 99280.662  |
| 0.118 | 1961.0275896991  | 1961.9346274405  | 2.1873e-06 | 99295.077  |
| 0.118 | 1962.8416687661  | 1963.7488942415  | 2.1872e-06 | 99309.504  |
| 0.118 | 1964.6561233108  | 1965.5635366416  | 2.1872e-06 |  99323.94  |
| 0.118 | 1966.4709535757  | 1967.3785549036  | 2.1871e-06 | 99338.387  |
| 0.119 | 1968.2861598443  |  1969.193949277  | 2.1871e-06 | 99352.844  |
| 0.119 | 1970.1017423321  | 1971.0097200182  | 2.187e-06  | 99367.311  |
| 0.119 | 1971.9177013363  | 1972.8258673834  | 2.1869e-06 | 99381.788  |
| 0.119 | 1973.7340370723  | 1974.6423916224  | 2.1869e-06 | 99396.276  |
| 0.119 | 1975.5507498238  |  1976.459293012  | 2.1868e-06 | 99410.774  |
| 0.119 |  1977.367839861  | 1978.2765718222  | 2.1867e-06 | 99425.283  |
| 0.119 |  1979.185307454  | 1980.0942283165  | 2.1867e-06 | 99439.801  |
| 0.119 | 1981.0031528593  | 1981.9122627583  | 2.1866e-06 |  99454.33  |
| 0.119 | 1982.8213763472  | 1983.7306754042  | 2.1866e-06 | 99468.869  |
| 0.119 | 1984.6399781608  | 1985.5494665041  | 2.1865e-06 | 99483.419  |
|  0.12 | 1986.4589585567  | 1987.3686363147  | 2.1864e-06 | 99497.978  |
|  0.12 | 1988.2783177918  | 1989.1881851064  | 2.1864e-06 | 99512.548  |
|  0.12 | 1990.0980561501  | 1991.0081131498  | 2.1863e-06 | 99527.128  |
|  0.12 | 1991.9181738884  | 1992.8284206949  | 2.1862e-06 | 99541.718  |
|  0.12 |  1993.73867125   | 1994.6491079782  | 2.1862e-06 | 99556.319  |
|  0.12 | 1995.5595484647  | 1996.4701752702  | 2.1861e-06 |  99570.93  |
|  0.12 |  1997.380805844  | 1998.2916228621  | 2.1861e-06 | 99585.551  |
|  0.12 | 1999.2024436584  | 2000.1134509906  | 2.186e-06  | 99600.182  |
|  0.12 | 2001.0244621108  | 2001.9356599059  | 2.1859e-06 | 99614.823  |
|  0.12 |  2002.846861499  | 2003.7582498721  | 2.1859e-06 | 99629.475  |
| 0.121 |  2004.669642053  | 2005.5812211463  | 2.1858e-06 | 99644.136  |
| 0.121 | 2006.4928040574  | 2007.4045739995  | 2.1858e-06 | 99658.808  |
| 0.121 | 2008.3163477693  | 2009.2283086822  | 2.1857e-06 |  99673.49  |
| 0.121 | 2010.1402734327  | 2011.0524254585  | 2.1856e-06 | 99688.183  |
| 0.121 |  2011.964581332  | 2012.8769245928  | 2.1856e-06 | 99702.885  |
| 0.121 | 2013.7892717112  | 2014.7018063424  | 2.1855e-06 | 99717.598  |
| 0.121 | 2015.6143448412  | 2016.5270709376  | 2.1854e-06 | 99732.321  |
| 0.121 | 2017.4398009117  | 2018.3527186361  | 2.1854e-06 | 99747.053  |
| 0.121 | 2019.2656402483  | 2020.1787497295  | 2.1853e-06 | 99761.797  |
| 0.121 | 2021.0918631086  | 2022.0051644686  | 2.1853e-06 |  99776.55  |
| 0.122 | 2022.9184697367  | 2023.8319630976  | 2.1852e-06 | 99791.313  |
| 0.122 | 2024.7454603767  | 2025.6591458743  | 2.1851e-06 | 99806.087  |
| 0.122 | 2026.5728353001  | 2027.4867130632  | 2.1851e-06 |  99820.87  |
| 0.122 | 2028.4005947646  | 2029.3146649153  | 2.185e-06  | 99835.664  |
| 0.122 | 2030.2287390146  |  2031.143001682  | 2.1849e-06 | 99850.468  |
| 0.122 |  2032.057268308  | 2032.9717236278  | 2.1849e-06 | 99865.282  |
| 0.122 | 2033.8861829165  | 2034.8008310176  | 2.1848e-06 | 99880.106  |
| 0.122 | 2035.7154830979  | 2036.6303240891  | 2.1847e-06 |  99894.94  |
| 0.122 | 2037.5451690697  | 2038.4602030799  | 2.1847e-06 | 99909.784  |
| 0.122 | 2039.3752410899  | 2040.2904682687  | 2.1846e-06 | 99924.639  |
| 0.123 | 2041.2056994576  | 2042.1211199137  | 2.1846e-06 | 99939.503  |
| 0.123 | 2043.0365443901  | 2043.9521582731  | 2.1845e-06 | 99954.378  |
| 0.123 | 2044.8677761867  |  2045.783583612  | 2.1844e-06 | 99969.262  |
| 0.123 | 2046.6993950783  | 2047.6153961753  | 2.1844e-06 | 99984.157  |
| 0.123 | 2048.5314013235  | 2049.4475962212  | 2.1843e-06 | 99999.062  |
| 0.123 | 2050.3637951806  | 2051.2801839948  | 2.1842e-06 | 100013.976 |
| 0.123 |  2052.196576881  | 2053.1131597476  | 2.1842e-06 | 100028.901 |
| 0.123 | 2054.0297466967  | 2054.9465237519  | 2.1841e-06 | 100043.836 |
| 0.123 |   2055.8633049   | 2056.7802762526  | 2.184e-06  | 100058.781 |
| 0.123 | 2057.6972517086  | 2058.6144174949  | 2.184e-06  | 100073.736 |
| 0.124 |  2059.531587395  | 2060.4489477374  | 2.1839e-06 | 100088.701 |
| 0.124 | 2061.3663122041  | 2062.2838672525  | 2.1839e-06 | 100103.676 |
| 0.124 | 2063.2014264358  | 2064.1191762991  | 2.1838e-06 | 100118.661 |
| 0.124 | 2065.0369303078  | 2065.9548751019  | 2.1837e-06 | 100133.656 |
| 0.124 |  2066.872824052  | 2067.7909639063  | 2.1837e-06 | 100148.661 |
| 0.124 | 2068.7091079272  | 2069.6274429986  | 2.1836e-06 | 100163.677 |
| 0.124 |  2070.545782247  |  2071.464312624  | 2.1835e-06 | 100178.702 |
| 0.124 | 2072.3828471886  | 2073.3015730144  | 2.1835e-06 | 100193.737 |
| 0.124 | 2074.2203030385  |  2075.139224429  | 2.1834e-06 | 100208.782 |
| 0.124 | 2076.0581500285  | 2076.9772671269  | 2.1833e-06 | 100223.837 |
| 0.124 |  2077.896388445  | 2078.8157013606  | 2.1833e-06 | 100238.902 |
| 0.125 | 2079.7350185065  | 2080.6545273893  | 2.1832e-06 | 100253.977 |
| 0.125 | 2081.5740405132  | 2082.4937454656  | 2.1831e-06 | 100269.062 |
| 0.125 | 2083.4134546698  | 2084.3333558352  | 2.1831e-06 | 100284.157 |
| 0.125 | 2085.2532612632  | 2086.1733587508  | 2.183e-06  | 100299.262 |
| 0.125 | 2087.0934605117  | 2088.0137544718  | 2.183e-06  | 100314.377 |
| 0.125 | 2088.9340527159  |  2089.854543251  | 2.1829e-06 | 100329.502 |
| 0.125 | 2090.7750380808  | 2091.6957253138  | 2.1828e-06 | 100344.636 |
| 0.125 | 2092.6164168525  | 2093.5373009268  | 2.1828e-06 | 100359.781 |
| 0.125 | 2094.4581893177  | 2095.3792703497  | 2.1827e-06 | 100374.936 |
| 0.126 |  2096.300355709  | 2097.2216338285  | 2.1826e-06 |  100390.1  |
| 0.126 | 2098.1429162863  | 2099.0643916095  | 2.1826e-06 | 100405.275 |
| 0.126 | 2099.9858712819  | 2100.9075439389  | 2.1825e-06 | 100420.459 |
| 0.126 | 2101.8292209559  | 2102.7510910765  | 2.1824e-06 | 100435.653 |
| 0.126 | 2103.6729655682  | 2104.5950332756  | 2.1824e-06 | 100450.858 |
| 0.126 |  2105.517105365  | 2106.4393707893  | 2.1823e-06 | 100466.072 |
| 0.126 | 2107.3616406065  | 2108.2841038572  | 2.1822e-06 | 100481.296 |
| 0.126 | 2109.2065715119  | 2110.1292327259  | 2.1822e-06 | 100496.53  |
| 0.126 | 2111.0518983549  | 2111.9747576419  | 2.1821e-06 | 100511.773 |
| 0.126 | 2112.8976213548  | 2113.8206788653  | 2.182e-06  | 100527.027 |
| 0.126 | 2114.7437408128  | 2115.6669966565  | 2.182e-06  | 100542.291 |
| 0.127 | 2116.5902569483  | 2117.5137112485  | 2.1819e-06 | 100557.564 |
| 0.127 | 2118.4371700079  | 2119.3608229018  | 2.1818e-06 | 100572.847 |
| 0.127 | 2120.2844802659  | 2121.2083318562  | 2.1818e-06 | 100588.14  |
| 0.127 |  2122.132187928  | 2123.0562383587  | 2.1817e-06 | 100603.443 |
| 0.127 |  2123.980293282  | 2124.9045426834  | 2.1816e-06 | 100618.756 |
| 0.127 | 2125.8287965886  | 2126.7532450637  | 2.1816e-06 | 100634.079 |
| 0.127 | 2127.6776980537  | 2128.6023457193  | 2.1815e-06 | 100649.411 |
| 0.127 | 2129.5269979109  | 2130.4518449109  | 2.1814e-06 | 100664.754 |
| 0.127 | 2131.3766964482  | 2132.3017429129  | 2.1814e-06 | 100680.106 |
| 0.128 | 2133.2267939262  | 2134.1520399588  | 2.1813e-06 | 100695.468 |
| 0.128 | 2135.0772905513  | 2136.0027362822  | 2.1812e-06 | 100710.839 |
| 0.128 | 2136.9281865843  | 2137.8538321441  | 2.1812e-06 | 100726.221 |
| 0.128 | 2138.7794822863  |  2139.705327785  | 2.1811e-06 | 100741.612 |
| 0.128 | 2140.6311778774  |  2141.557223459  | 2.181e-06  | 100757.013 |
| 0.128 | 2142.4832736457  | 2143.4095194204  | 2.181e-06  | 100772.424 |
| 0.128 | 2144.3357698115  | 2145.2622159031  | 2.1809e-06 | 100787.845 |
| 0.128 | 2146.1886666224  | 2147.1153131546  | 2.1808e-06 | 100803.276 |
| 0.128 |  2148.041964326  | 2148.9688114294  | 2.1808e-06 | 100818.716 |
| 0.128 | 2149.8956631834  | 2150.8227109546  | 2.1807e-06 | 100834.166 |
| 0.128 | 2151.7497633879  | 2152.6770119848  | 2.1806e-06 | 100849.626 |
| 0.129 | 2153.6042652553  | 2154.5317147882  | 2.1806e-06 | 100865.095 |
| 0.129 | 2155.4591690061  | 2156.3868195921  | 2.1805e-06 | 100880.575 |
| 0.129 | 2157.3144748746  | 2158.2423266444  | 2.1804e-06 | 100896.064 |
| 0.129 | 2159.1701831223  | 2160.0982361932  | 2.1804e-06 | 100911.562 |
| 0.129 | 2161.0262939836  | 2161.9545484862  | 2.1803e-06 | 100927.071 |
| 0.129 |  2162.88280772   | 2163.8112637648  | 2.1802e-06 | 100942.589 |
| 0.129 | 2164.7397245523  | 2165.6683822634  | 2.1802e-06 | 100958.117 |
| 0.129 | 2166.5970447288  | 2167.5259042301  | 2.1801e-06 | 100973.655 |
| 0.129 | 2168.4547684974  |  2169.38382992   |  2.18e-06  | 100989.202 |
|  0.13 | 2170.3128961202  | 2171.2421595745  |  2.18e-06  | 101004.759 |
|  0.13 | 2172.1714278181  | 2173.1008934282  | 2.1799e-06 | 101020.326 |
|  0.13 | 2174.0303638394  | 2174.9600317432  | 2.1798e-06 | 101035.903 |
|  0.13 | 2175.8897044598  | 2176.8195747611  | 2.1798e-06 | 101051.489 |
